stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on,total_phosphorus
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100419,-
RAJACANAL 40 MLD,2023-10-04 18:45:00,7.65,27.20,0.92,3.90,28.39,3.51,4.06,7.98,4.42,2023100419,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 18:45:00,7.56,28.01,0.56,2.24,30.44,2.13,8.34,5.54,1.06,2023100419,-
BELLANDUR 90 MLD,2023-10-04 19:00:00,7.7,27.30,0.53,1.60,27.28,5.10,8.10,5.46,2.97,2023100419,-
DODDABELE 20 MLD,2023-10-04 18:45:00,7.92,27.60,0.41,1.10,40.01,6.83,9.01,10.11,4.75,2023100419,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100419,-
NAGASANDRA OLD 20 MLD,2023-10-04 18:45:00,7.65,27.00,2.22,3.33,515.61,0.47,505.69,0.00,1.09,2023100419,-
4MLD Cubbon Park TTP,2023-10-04 19:00:00,7.04,28.60,0.49,4.74,17.33,1.24,0.91,5.02,1.96,2023100419,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100419,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100419,-
KADABEESANAHALLI 50 MLD,2023-10-04 19:00:00,6.78,25.50,0.60,2.55,45.42,8.50,8.14,7.24,3.40,2023100419,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100419,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100419,-
Mailasandra STP 75 MLD,2023-10-04 18:45:00,7.29,18.50,7.38,8.12,53.14,16.69,18.01,6.77,1.75,2023100419,-
60 MLD V.Valley TTP,2023-10-04 18:45:00,7.01,27.10,1.55,3.72,20.51,0.84,3.73,5.29,3.89,2023100419,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100419,-
1.5 MLD Lalbagh TTP,2023-10-04 18:45:00,6.94,27.90,0.20,0.95,17.75,1.31,0.92,0.58,0.41,2023100419,-
35MLD Agaram STP,2023-10-04 19:00:00,7.11,26.50,0.31,1.27,29.15,4.98,1.71,6.40,-,2023100419,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100419,-
Yelahanka 10MLD TTP,2023-10-04 19:30:00,7.06,25.00,1.06,6.36,52.90,10.80,4.80,10.58,1.39,2023100419,0.21
40MLD OLD Rajacanal STP,2023-10-04 19:00:00,7.76,25.70,1.42,4.69,25.50,6.40,7.40,6.38,4.97,2023100419,0.71
Hennur 1MLD TTP,2023-10-04 19:00:00,7.86,27.00,0.01,0.01,19.50,2.00,5.00,4.97,4.29,2023100419,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100419,-
150MLD STP_K&C valley,2023-10-04 19:00:00,7.45,-,2.67,6.35,-,6.40,12.25,-,-,2023100419,0.87
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100420,-
CHIKKABANAVARA 5 MLD,2023-10-04 19:45:00,7.36,24.80,0.45,2.90,27.34,4.51,4.43,11.24,3.60,2023100420,-
KADUGODI 6 MLD STP,2023-10-04 19:45:00,7.65,28.40,0.30,3.85,44.49,11.46,10.69,38.96,1.50,2023100420,-
HORAMAVU 20 MLD,2023-10-04 19:45:00,7.45,28.10,0.84,3.30,44.52,7.99,13.73,3.88,3.36,2023100420,-
K AND C VALLEY 60 MLD,2023-10-04 19:45:00,6.75,27.80,0.59,4.20,47.64,9.65,24.06,9.36,4.90,2023100420,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100420,-
RAJACANAL 40 MLD,2023-10-04 19:45:00,7.64,27.20,0.91,3.90,28.41,3.51,4.06,7.96,4.37,2023100420,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 19:45:00,7.53,27.88,0.56,2.23,27.63,2.12,8.25,5.57,1.06,2023100420,-
BELLANDUR 90 MLD,2023-10-04 20:00:00,7.7,27.20,0.52,1.60,27.26,5.10,8.00,5.45,2.91,2023100420,-
DODDABELE 20 MLD,2023-10-04 19:45:00,7.96,27.30,0.42,1.10,40.04,6.81,9.23,10.13,4.78,2023100420,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100420,-
NAGASANDRA OLD 20 MLD,2023-10-04 19:45:00,7.67,26.80,2.32,3.48,541.18,0.00,530.89,0.00,1.09,2023100420,-
4MLD Cubbon Park TTP,2023-10-04 20:00:00,7.06,28.60,0.49,4.75,17.33,1.25,0.92,5.03,1.96,2023100420,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100420,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100420,-
KADABEESANAHALLI 50 MLD,2023-10-04 20:00:00,6.78,25.50,0.60,2.54,45.36,8.48,8.16,7.12,3.39,2023100420,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100420,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100420,-
Mailasandra STP 75 MLD,2023-10-04 19:45:00,7.28,18.40,7.13,7.84,53.34,16.91,18.04,7.74,1.74,2023100420,-
60 MLD V.Valley TTP,2023-10-04 19:45:00,7.01,27.10,1.57,3.77,20.52,0.86,3.74,5.32,3.80,2023100420,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100420,-
1.5 MLD Lalbagh TTP,2023-10-04 19:45:00,6.94,27.20,0.21,1.02,17.82,1.33,0.93,0.74,0.56,2023100420,-
35MLD Agaram STP,2023-10-04 20:00:00,7.13,26.40,0.30,1.23,29.23,4.99,1.65,6.42,-,2023100420,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100420,-
Yelahanka 10MLD TTP,2023-10-04 20:30:00,7.06,25.00,1.05,6.30,52.80,10.80,4.90,10.57,1.40,2023100420,0.21
40MLD OLD Rajacanal STP,2023-10-04 20:00:00,7.75,25.70,1.42,4.69,25.50,6.40,7.30,6.38,4.97,2023100420,0.71
Hennur 1MLD TTP,2023-10-04 20:00:00,7.86,27.00,0.01,0.01,19.40,1.90,5.00,4.97,4.34,2023100420,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100420,-
150MLD STP_K&C valley,2023-10-04 20:00:00,7.48,-,2.68,6.37,-,8.80,12.12,-,-,2023100420,0.88
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100421,-
CHIKKABANAVARA 5 MLD,2023-10-04 20:45:00,7.4,24.80,0.45,2.90,27.44,4.54,4.43,11.30,3.60,2023100421,-
KADUGODI 6 MLD STP,2023-10-04 20:45:00,7.64,28.20,0.30,3.83,44.71,11.47,11.08,38.64,1.50,2023100421,-
HORAMAVU 20 MLD,2023-10-04 20:45:00,7.45,28.20,0.85,3.30,44.98,7.97,14.25,3.87,3.40,2023100421,-
K AND C VALLEY 60 MLD,2023-10-04 20:45:00,6.76,27.80,0.59,4.20,48.37,9.58,24.97,9.03,4.90,2023100421,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100421,-
RAJACANAL 40 MLD,2023-10-04 20:45:00,7.66,27.20,0.92,3.90,28.41,3.51,4.08,8.00,4.42,2023100421,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 20:45:00,7.47,27.67,0.55,2.21,32.44,2.11,8.40,5.50,1.12,2023100421,-
BELLANDUR 90 MLD,2023-10-04 21:00:00,7.71,27.30,0.53,1.60,27.23,5.14,7.75,5.45,2.97,2023100421,-
DODDABELE 20 MLD,2023-10-04 20:45:00,7.97,27.20,0.42,1.10,39.90,6.80,9.02,10.13,4.78,2023100421,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100421,-
NAGASANDRA OLD 20 MLD,2023-10-04 20:45:00,7.65,26.90,2.14,3.21,548.44,0.00,538.25,0.00,1.09,2023100421,-
4MLD Cubbon Park TTP,2023-10-04 21:00:00,7.08,28.60,0.49,4.74,17.33,1.24,0.92,5.03,1.96,2023100421,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100421,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100421,-
KADABEESANAHALLI 50 MLD,2023-10-04 21:00:00,6.78,25.40,0.60,2.55,45.41,8.48,8.15,7.08,3.39,2023100421,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100421,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100421,-
Mailasandra STP 75 MLD,2023-10-04 20:45:00,7.29,18.20,7.03,7.73,53.43,17.02,18.07,7.77,1.74,2023100421,-
60 MLD V.Valley TTP,2023-10-04 20:30:00,7.0,27.10,1.59,3.82,20.54,0.83,3.78,5.31,3.76,2023100421,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100421,-
1.5 MLD Lalbagh TTP,2023-10-04 20:45:00,6.95,26.70,0.21,1.05,17.89,1.34,0.93,0.90,0.82,2023100421,-
35MLD Agaram STP,2023-10-04 21:00:00,6.98,26.40,0.28,1.15,28.62,4.89,1.54,6.28,-,2023100421,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100421,-
Yelahanka 10MLD TTP,2023-10-04 21:30:00,7.06,25.00,1.04,6.24,53.00,10.80,5.00,10.56,1.39,2023100421,0.21
40MLD OLD Rajacanal STP,2023-10-04 21:00:00,7.75,25.80,1.42,4.69,25.50,6.40,7.40,6.38,4.97,2023100421,0.71
Hennur 1MLD TTP,2023-10-04 21:00:00,7.86,27.00,0.01,0.01,19.40,1.90,5.00,4.97,4.19,2023100421,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100421,-
150MLD STP_K&C valley,2023-10-04 20:50:00,7.65,-,2.68,6.35,-,7.21,12.00,-,-,2023100421,0.87
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100422,-
CHIKKABANAVARA 5 MLD,2023-10-04 21:45:00,7.4,24.80,0.45,2.90,27.44,4.51,4.45,11.12,3.60,2023100422,-
KADUGODI 6 MLD STP,2023-10-04 21:45:00,7.65,28.50,0.30,3.87,44.71,11.47,11.18,38.81,1.50,2023100422,-
HORAMAVU 20 MLD,2023-10-04 21:45:00,7.46,28.00,0.85,3.30,46.26,8.05,15.15,3.97,3.40,2023100422,-
K AND C VALLEY 60 MLD,2023-10-04 21:45:00,6.74,27.80,0.59,4.20,49.96,9.52,26.78,8.77,4.90,2023100422,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100422,-
RAJACANAL 40 MLD,2023-10-04 21:45:00,7.66,27.20,0.92,3.90,28.41,3.51,4.06,7.96,4.42,2023100422,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 21:45:00,7.48,27.69,0.55,2.22,31.72,2.01,8.43,5.49,1.06,2023100422,-
BELLANDUR 90 MLD,2023-10-04 22:00:00,7.71,27.20,0.53,1.60,27.22,5.15,7.62,5.44,2.97,2023100422,-
DODDABELE 20 MLD,2023-10-04 21:45:00,7.98,27.10,0.41,1.10,39.98,6.80,9.13,10.12,4.79,2023100422,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100422,-
NAGASANDRA OLD 20 MLD,2023-10-04 21:45:00,7.62,26.90,2.04,3.06,544.02,0.00,528.47,0.00,1.09,2023100422,-
4MLD Cubbon Park TTP,2023-10-04 22:00:00,7.06,28.60,0.49,4.74,17.33,1.24,0.91,5.03,1.96,2023100422,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100422,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100422,-
KADABEESANAHALLI 50 MLD,2023-10-04 21:45:00,6.78,25.30,0.60,2.54,45.46,8.48,8.20,7.00,3.39,2023100422,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100422,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100422,-
Mailasandra STP 75 MLD,2023-10-04 21:45:00,7.28,18.30,7.18,7.90,53.35,16.87,18.09,7.93,1.60,2023100422,-
60 MLD V.Valley TTP,2023-10-04 21:45:00,7.0,27.00,1.57,3.77,20.52,0.83,3.74,5.28,3.84,2023100422,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100422,-
1.5 MLD Lalbagh TTP,2023-10-04 21:45:00,6.97,26.30,0.22,1.10,18.01,1.37,0.95,1.39,0.99,2023100422,-
35MLD Agaram STP,2023-10-04 21:45:00,7.05,26.30,0.26,1.07,28.91,4.93,1.43,6.35,-,2023100422,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100422,-
Yelahanka 10MLD TTP,2023-10-04 22:30:00,7.06,25.00,1.05,6.30,52.80,10.80,4.80,10.56,1.39,2023100422,0.21
40MLD OLD Rajacanal STP,2023-10-04 22:00:00,7.75,25.80,1.42,4.69,25.50,6.40,7.40,6.38,4.97,2023100422,0.71
Hennur 1MLD TTP,2023-10-04 21:15:00,7.87,27.00,0.00,0.00,19.40,1.90,5.00,4.97,4.18,2023100422,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100422,-
150MLD STP_K&C valley,2023-10-04 22:00:00,7.61,-,2.68,6.36,-,7.81,12.00,-,-,2023100422,0.88
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100423,-
CHIKKABANAVARA 5 MLD,2023-10-04 22:45:00,7.39,24.80,0.44,2.90,27.41,4.49,4.44,11.16,3.52,2023100423,-
KADUGODI 6 MLD STP,2023-10-04 22:45:00,7.6,28.60,0.30,3.87,44.61,11.47,10.85,39.37,1.50,2023100423,-
HORAMAVU 20 MLD,2023-10-04 22:45:00,7.48,28.10,0.86,3.20,47.00,8.09,15.73,3.91,3.44,2023100423,-
K AND C VALLEY 60 MLD,2023-10-04 22:45:00,6.74,27.80,0.59,4.20,48.35,9.60,25.08,9.49,4.90,2023100423,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100423,-
RAJACANAL 40 MLD,2023-10-04 22:45:00,7.66,27.20,0.92,3.90,28.41,3.51,4.06,7.96,4.42,2023100423,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 22:45:00,7.47,27.66,0.55,2.21,28.67,1.96,8.33,5.49,1.09,2023100423,-
BELLANDUR 90 MLD,2023-10-04 22:45:00,7.7,27.20,0.53,1.60,27.19,5.12,7.57,5.44,2.97,2023100423,-
DODDABELE 20 MLD,2023-10-04 22:45:00,8.02,27.00,0.41,1.10,39.88,6.77,9.03,10.08,4.81,2023100423,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100423,-
NAGASANDRA OLD 20 MLD,2023-10-04 22:45:00,7.66,26.80,2.00,3.00,546.14,0.00,530.16,0.00,1.10,2023100423,-
4MLD Cubbon Park TTP,2023-10-04 23:00:00,7.07,28.60,0.49,4.74,17.33,1.24,0.92,5.02,1.96,2023100423,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100423,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100423,-
KADABEESANAHALLI 50 MLD,2023-10-04 23:00:00,6.77,25.10,0.60,2.54,45.50,8.48,8.24,6.86,3.39,2023100423,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100423,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100423,-
Mailasandra STP 75 MLD,2023-10-04 22:45:00,7.28,18.30,7.24,7.96,53.44,16.99,18.02,7.02,1.54,2023100423,-
60 MLD V.Valley TTP,2023-10-04 22:45:00,7.0,27.00,1.56,3.74,20.52,0.87,3.74,5.31,4.06,2023100423,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100423,-
1.5 MLD Lalbagh TTP,2023-10-04 22:45:00,6.97,26.20,0.21,1.07,18.00,1.37,0.95,1.83,1.27,2023100423,-
35MLD Agaram STP,2023-10-04 23:00:00,7.05,26.50,0.26,1.07,28.91,4.93,1.43,6.35,-,2023100423,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100423,-
Yelahanka 10MLD TTP,2023-10-04 23:30:00,7.06,25.00,1.05,6.24,52.80,10.70,4.80,10.56,1.40,2023100423,0.21
40MLD OLD Rajacanal STP,2023-10-04 23:00:00,7.74,25.80,1.43,4.72,25.50,6.40,7.40,6.38,5.00,2023100423,0.71
Hennur 1MLD TTP,2023-10-04 21:15:00,7.87,27.00,0.00,0.00,19.40,1.90,5.00,4.97,4.18,2023100423,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100423,-
150MLD STP_K&C valley,2023-10-04 22:55:00,7.55,-,2.68,6.37,-,6.90,12.19,-,-,2023100423,0.87
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100500,-
CHIKKABANAVARA 5 MLD,2023-10-04 23:30:00,7.39,24.70,0.45,2.90,27.61,4.56,4.46,11.26,3.60,2023100500,-
KADUGODI 6 MLD STP,2023-10-04 23:45:00,7.64,28.50,0.30,3.84,44.84,11.46,11.48,38.73,1.50,2023100500,-
HORAMAVU 20 MLD,2023-10-04 23:45:00,7.46,28.20,0.85,3.20,46.89,8.03,15.84,3.96,3.40,2023100500,-
K AND C VALLEY 60 MLD,2023-10-04 23:45:00,6.73,27.80,0.59,4.20,49.45,9.62,26.33,9.19,4.90,2023100500,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100500,-
RAJACANAL 40 MLD,2023-10-04 23:45:00,7.66,27.20,0.92,3.90,28.41,3.51,4.06,7.98,4.42,2023100500,-
YELLAMALAPACHETTY 15 MLD,2023-10-04 23:45:00,7.45,27.61,0.55,2.21,29.32,1.89,8.39,5.47,1.09,2023100500,-
BELLANDUR 90 MLD,2023-10-04 23:45:00,7.73,27.00,0.49,1.70,27.15,5.12,7.27,5.43,2.74,2023100500,-
DODDABELE 20 MLD,2023-10-04 23:45:00,7.97,27.10,0.41,1.10,39.86,6.76,8.99,10.05,4.78,2023100500,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100500,-
NAGASANDRA OLD 20 MLD,2023-10-04 23:45:00,7.6,26.80,2.06,3.09,530.44,1.93,511.27,0.00,1.10,2023100500,-
4MLD Cubbon Park TTP,2023-10-05 00:00:00,7.1,28.60,0.49,4.74,17.32,1.24,0.92,5.02,1.96,2023100500,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100500,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100500,-
KADABEESANAHALLI 50 MLD,2023-10-04 23:45:00,6.77,25.20,0.60,2.54,45.53,8.48,8.21,6.85,3.39,2023100500,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100500,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100500,-
Mailasandra STP 75 MLD,2023-10-04 23:45:00,7.3,18.20,7.21,7.93,53.32,16.90,18.15,7.93,1.53,2023100500,-
60 MLD V.Valley TTP,2023-10-04 23:45:00,7.0,27.00,1.59,3.82,20.51,0.88,3.71,5.29,3.80,2023100500,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100500,-
1.5 MLD Lalbagh TTP,2023-10-04 23:45:00,6.98,25.90,0.21,1.05,18.01,1.37,0.95,2.09,1.57,2023100500,-
35MLD Agaram STP,2023-10-05 00:00:00,7.07,26.30,0.27,1.11,28.99,4.95,1.49,6.36,-,2023100500,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100500,-
Yelahanka 10MLD TTP,2023-10-04 23:45:00,7.06,25.00,1.05,6.27,52.80,10.80,4.80,10.56,1.40,2023100500,0.21
40MLD OLD Rajacanal STP,2023-10-05 00:00:00,7.74,25.80,1.44,4.75,25.50,6.40,7.40,6.38,5.04,2023100500,0.72
Hennur 1MLD TTP,2023-10-04 21:15:00,7.87,27.00,0.00,0.00,19.40,1.90,5.00,4.97,4.18,2023100500,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100500,-
150MLD STP_K&C valley,2023-10-05 00:00:00,7.56,-,2.68,6.36,-,9.17,12.19,-,-,2023100500,0.88
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100501,-
CHIKKABANAVARA 5 MLD,2023-10-05 00:45:00,7.4,24.80,0.46,2.90,27.45,4.51,4.44,11.01,3.68,2023100501,-
KADUGODI 6 MLD STP,2023-10-05 00:45:00,7.66,28.60,0.30,4.07,44.66,11.47,11.12,38.93,1.50,2023100501,-
HORAMAVU 20 MLD,2023-10-05 00:45:00,7.46,28.30,0.85,3.30,46.12,7.99,15.44,4.03,3.40,2023100501,-
K AND C VALLEY 60 MLD,2023-10-05 00:45:00,6.74,27.80,0.59,4.20,50.52,9.71,27.30,9.38,4.90,2023100501,-
NAGASANDRA 20 MLD,2023-09-28 18:00:00,7.67,27.20,1.01,3.80,43.19,9.12,4.54,6.99,4.09,2023100501,-
RAJACANAL 40 MLD,2023-10-05 00:45:00,7.66,27.20,0.92,3.90,28.42,3.52,4.06,7.98,4.42,2023100501,-
YELLAMALAPACHETTY 15 MLD,2023-10-05 00:45:00,7.43,27.53,0.55,2.20,37.84,1.87,8.67,5.50,1.12,2023100501,-
BELLANDUR 90 MLD,2023-10-05 01:00:00,7.71,27.20,0.51,1.60,27.16,5.08,7.38,5.43,2.86,2023100501,-
DODDABELE 20 MLD,2023-10-05 00:45:00,7.98,27.00,0.41,1.10,39.88,6.75,9.04,10.05,4.79,2023100501,-
MALLATHALLI 5 MLD,2023-03-19 23:45:00,10.05,-,1.41,3.54,22.85,4.02,5.66,12.86,5.66,2023100501,-
NAGASANDRA OLD 20 MLD,2023-10-05 00:45:00,7.57,26.80,1.97,2.95,483.91,1.29,469.00,0.00,1.10,2023100501,-
4MLD Cubbon Park TTP,2023-10-05 01:00:00,7.11,28.70,0.49,4.74,17.32,1.24,0.91,5.02,1.96,2023100501,-
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100501,-
Challagatta Valley 218 MLD,2023-06-17 15:27:12,0.0,-,-,-,0.00,0.00,0.00,-,-,2023100501,-
KADABEESANAHALLI 50 MLD,2023-10-05 00:45:00,6.77,25.10,0.60,2.54,45.52,8.46,8.24,6.87,3.39,2023100501,-
STP Sarakki 5 MLD,2023-07-29 00:15:00,7.85,26.10,3.77,7.54,20.00,6.76,8.30,4.00,-,2023100501,-
Kempambudhi STP 1 MLD,2023-06-30 21:30:00,7.17,25.50,0.92,2.86,47.78,6.13,12.03,8.59,2.01,2023100501,-
Mailasandra STP 75 MLD,2023-10-05 00:45:00,7.29,18.20,7.19,7.91,53.24,16.85,18.20,8.67,1.53,2023100501,-
60 MLD V.Valley TTP,2023-10-05 00:45:00,7.0,27.00,1.61,3.86,20.51,0.87,3.71,5.20,3.84,2023100501,-
KR Puram STP 20 MLD,2023-09-24 11:30:00,7.1,26.20,3.19,6.38,147.59,5.94,49.23,20.66,1.65,2023100501,-
1.5 MLD Lalbagh TTP,2023-10-05 00:45:00,6.99,25.70,0.21,1.05,18.01,1.37,0.95,2.30,1.67,2023100501,-
35MLD Agaram STP,2023-10-05 01:00:00,7.06,26.60,0.23,0.94,28.95,4.94,1.26,6.35,-,2023100501,-
Chikka_Bagur_5_MLD_STP,2023-10-03 20:22:00,7.38,27.30,-,-,-,-,-,-,-,2023100501,-
Yelahanka 10MLD TTP,2023-10-04 23:45:00,7.06,25.00,1.05,6.27,52.80,10.80,4.80,10.56,1.40,2023100501,0.21
40MLD OLD Rajacanal STP,2023-10-05 01:00:00,7.74,25.80,1.44,4.75,25.50,6.40,7.40,6.38,5.04,2023100501,0.72
Hennur 1MLD TTP,2023-10-04 21:15:00,7.87,27.00,0.00,0.00,19.40,1.90,5.00,4.97,4.18,2023100501,0.00
4_MLD_Madiwala_STP,2023-10-04 14:45:00,7.61,27.40,0.75,2.17,34.49,2.34,3.50,8.62,-,2023100501,-
150MLD STP_K&C valley,2023-10-05 01:00:00,7.61,-,2.68,6.36,-,8.24,12.31,-,-,2023100501,0.89
2MLD Ulsoor STP,2023-10-04 12:54:00,7.07,27.20,0.04,0.18,28.90,2.00,3.60,5.78,3.15,2023100502,-
