stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on
KADUGODI 6 MLD STP,2023-11-11 05:45:00,7.7,27.50,1.1,4.62,41.77,10.66,10.81,39.00,5.50,-,2023111106
HORAMAVU 20 MLD,2023-11-11 06:00:00,7.65,27.80,0.95,2.8,37.73,7.92,9.33,5.08,3.80,-,2023111106
K AND C VALLEY 60 MLD,2023-11-11 05:45:00,6.71,26.90,0.63,4.0,37.71,10.15,10.9,9.42,5.23,-,2023111106
NAGASANDRA 20 MLD,2023-11-11 05:45:00,7.79,24.50,0.6,2.4,112.58,17.88,19.69,12.22,3.68,-,2023111106
RAJACANAL 40 MLD,2023-11-11 05:45:00,7.61,26.20,0.8,4.2,29.37,3.56,5.36,8.01,3.84,-,2023111106
YELLAMALAPACHETTY 15 MLD,2023-11-11 05:45:00,7.22,26.75,0.54,2.14,24.44,4.18,1.74,4.52,2.08,-,2023111106
BELLANDUR 90 MLD,2023-11-11 05:45:00,7.86,26.20,0.52,1.6,27.85,5.05,12.65,5.57,2.91,-,2023111106
DODDABELE 20 MLD,2023-11-11 05:45:00,7.07,26.10,0.79,2.9,38.88,6.42,6.62,10.90,4.24,-,2023111106
NAGASANDRA OLD 20 MLD,2023-11-11 05:45:00,7.76,23.30,3.06,4.59,518.27,0.0,530.36,0.00,4.41,-,2023111106
4MLD Cubbon Park TTP,2023-11-11 05:45:00,7.3,27.70,0.51,4.71,17.28,1.21,0.9,5.01,2.04,-,2023111106
KADABEESANAHALLI 50 MLD,2023-11-11 06:00:00,6.73,23.40,0.58,2.63,66.07,5.84,12.68,22.50,2.33,-,2023111106
STP Sarakki 5 MLD,2023-11-11 05:45:00,7.9,27.20,1.13,2.26,18.79,4.93,5.8,3.76,-,-,2023111106
Mailasandra STP 75 MLD,2023-11-11 05:45:00,7.47,22.40,7.89,14.2,49.29,13.64,19.16,12.54,-0.46,-,2023111106
60 MLD V.Valley TTP,2023-11-11 05:15:00,6.82,25.40,0.81,1.94,20.11,2.12,3.06,5.07,1.47,-,2023111106
KR Puram STP 20 MLD,2023-11-11 05:45:00,6.98,24.70,1.51,3.02,49.71,4.6,26.25,6.96,3.69,-,2023111106
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111106
35MLD Agaram STP,2023-11-11 06:00:00,7.1,25.30,0.0,0.0,29.11,4.97,0.0,6.39,-,-,2023111106
Chikka_Bagur_5_MLD_STP,2023-11-11 06:00:00,7.71,27.10,4.98,10.0,46.90,5.0,15.6,10.00,-,-,2023111106
Yelahanka 10MLD TTP,2023-11-11 06:00:00,7.06,25.00,0.74,2.09,33.00,4.3,4.0,6.60,3.14,0.21,2023111106
40MLD OLD Rajacanal STP,2023-11-11 06:00:00,7.71,24.10,0.02,0.07,25.70,6.5,7.4,6.43,0.07,0.01,2023111106
Hennur 1MLD TTP,2023-11-10 21:30:00,7.46,26.80,1.61,2.41,20.10,2.3,4.9,5.01,4.05,0.32,2023111106
4_MLD_Madiwala_STP,2023-11-11 06:00:00,7.7,24.70,3.11,9.02,34.22,1.81,3.53,8.56,-,-,2023111106
150MLD STP_K&C valley,2023-11-11 05:55:00,7.98,-,2.13,4.22,-,9.64,8.5,-,-,0.70,2023111106
2MLD Ulsoor STP,2023-11-11 06:15:00,7.09,26.00,0.49,2.45,20.58,2.88,3.29,4.12,2.94,-,2023111107
CHIKKABANAVARA 5 MLD,2023-11-11 06:45:00,7.27,22.70,0.37,2.7,28.21,4.42,4.53,11.50,2.96,-,2023111107
KADUGODI 6 MLD STP,2023-11-11 06:45:00,7.66,27.50,1.1,4.61,41.75,10.67,10.67,39.52,5.50,-,2023111107
HORAMAVU 20 MLD,2023-11-11 07:00:00,7.65,27.90,0.93,2.8,37.76,7.93,9.35,5.33,3.72,-,2023111107
K AND C VALLEY 60 MLD,2023-11-11 06:45:00,6.71,26.90,0.63,4.0,37.47,10.15,10.6,9.44,5.23,-,2023111107
NAGASANDRA 20 MLD,2023-11-11 06:45:00,7.8,24.40,0.56,2.24,115.24,17.87,20.1,12.24,3.67,-,2023111107
RAJACANAL 40 MLD,2023-11-11 06:45:00,7.61,26.10,0.8,4.2,29.39,3.56,5.41,8.03,3.84,-,2023111107
YELLAMALAPACHETTY 15 MLD,2023-11-11 07:00:00,7.24,26.83,0.54,2.15,25.89,4.23,1.75,4.59,2.87,-,2023111107
BELLANDUR 90 MLD,2023-11-11 06:45:00,7.86,26.20,0.52,1.6,27.84,5.11,12.7,5.57,2.91,-,2023111107
DODDABELE 20 MLD,2023-11-11 06:45:00,7.08,26.00,0.78,3.0,38.87,6.41,6.67,10.92,4.25,-,2023111107
NAGASANDRA OLD 20 MLD,2023-11-11 06:45:00,7.96,23.40,2.69,4.03,552.56,0.0,560.13,0.00,4.23,-,2023111107
4MLD Cubbon Park TTP,2023-11-11 07:00:00,7.3,27.70,0.52,4.71,17.28,1.21,0.9,5.01,2.08,-,2023111107
KADABEESANAHALLI 50 MLD,2023-11-11 07:00:00,6.73,23.10,0.58,2.61,66.11,5.8,12.71,22.21,2.32,-,2023111107
STP Sarakki 5 MLD,2023-11-11 06:45:00,7.9,27.20,1.13,2.26,18.79,4.93,5.8,3.76,-,-,2023111107
Mailasandra STP 75 MLD,2023-11-11 06:45:00,7.46,22.30,7.9,14.21,49.34,13.78,19.23,12.93,-0.46,-,2023111107
60 MLD V.Valley TTP,2023-11-11 06:30:00,6.82,25.30,0.81,1.94,20.11,2.12,3.06,5.07,1.47,-,2023111107
KR Puram STP 20 MLD,2023-11-11 07:00:00,7.0,24.60,1.47,2.94,49.65,4.45,26.62,6.95,3.69,-,2023111107
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111107
35MLD Agaram STP,2023-11-11 07:00:00,7.08,25.30,0.0,0.0,29.03,4.96,0.0,6.37,-,-,2023111107
Chikka_Bagur_5_MLD_STP,2023-11-11 07:00:00,7.62,27.20,4.73,9.5,46.20,5.2,14.7,10.40,-,-,2023111107
Yelahanka 10MLD TTP,2023-11-11 07:00:00,7.06,25.00,0.73,2.04,32.90,4.3,4.0,6.59,3.13,0.21,2023111107
40MLD OLD Rajacanal STP,2023-11-11 07:00:00,7.71,24.00,0.02,0.07,25.70,6.5,7.4,6.43,0.07,0.01,2023111107
Hennur 1MLD TTP,2023-11-11 07:00:00,7.44,26.80,1.52,2.28,20.10,2.2,4.9,5.00,4.11,0.30,2023111107
4_MLD_Madiwala_STP,2023-11-11 07:00:00,7.7,24.60,3.08,8.93,34.22,1.89,3.53,8.56,-,-,2023111107
150MLD STP_K&C valley,2023-11-11 06:55:00,8.02,-,2.14,4.22,-,9.64,8.5,-,-,0.69,2023111107
2MLD Ulsoor STP,2023-11-11 07:45:00,7.09,25.90,0.5,2.5,20.09,2.81,3.21,4.02,2.87,-,2023111108
CHIKKABANAVARA 5 MLD,2023-11-11 07:45:00,7.25,22.70,0.37,2.7,28.16,4.43,4.52,11.56,2.96,-,2023111108
KADUGODI 6 MLD STP,2023-11-11 07:45:00,7.7,27.50,1.1,4.64,41.74,10.67,10.66,39.58,5.50,-,2023111108
HORAMAVU 20 MLD,2023-11-11 08:00:00,7.63,27.80,0.93,2.8,37.70,7.93,9.31,5.21,3.72,-,2023111108
K AND C VALLEY 60 MLD,2023-11-11 07:45:00,6.7,27.00,0.62,4.0,37.35,10.23,10.37,9.73,5.15,-,2023111108
NAGASANDRA 20 MLD,2023-11-11 07:45:00,7.84,24.40,0.58,2.32,118.12,19.4,20.4,12.19,3.66,-,2023111108
RAJACANAL 40 MLD,2023-11-11 07:45:00,7.61,26.20,0.8,4.2,29.36,3.56,5.39,8.03,3.84,-,2023111108
YELLAMALAPACHETTY 15 MLD,2023-11-11 08:00:00,7.27,26.94,0.54,2.16,28.73,4.24,1.77,4.56,2.87,-,2023111108
BELLANDUR 90 MLD,2023-11-11 07:45:00,7.86,26.20,0.52,1.6,27.83,5.04,12.55,5.57,2.91,-,2023111108
DODDABELE 20 MLD,2023-11-11 07:45:00,7.05,26.00,0.8,2.9,38.82,6.42,6.59,10.92,4.23,-,2023111108
NAGASANDRA OLD 20 MLD,2023-11-11 07:45:00,7.74,23.50,2.25,3.38,495.41,0.03,511.98,0.00,1.10,-,2023111108
4MLD Cubbon Park TTP,2023-11-11 08:00:00,7.3,27.60,0.52,4.71,17.28,1.21,0.9,5.01,2.08,-,2023111108
KADABEESANAHALLI 50 MLD,2023-11-11 08:00:00,6.73,23.50,0.58,2.63,66.53,5.84,12.93,22.39,2.33,-,2023111108
STP Sarakki 5 MLD,2023-11-11 07:45:00,7.89,27.20,1.12,2.24,18.79,4.93,5.8,3.76,-,-,2023111108
Mailasandra STP 75 MLD,2023-11-11 08:00:00,7.47,22.60,7.94,14.29,49.62,14.09,19.08,12.51,0.99,-,2023111108
60 MLD V.Valley TTP,2023-11-11 07:45:00,6.82,25.30,0.82,1.97,20.11,2.11,3.06,5.07,1.47,-,2023111108
KR Puram STP 20 MLD,2023-11-11 08:00:00,7.01,24.50,1.44,2.88,49.54,4.18,26.18,6.94,3.69,-,2023111108
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111108
35MLD Agaram STP,2023-11-11 08:00:00,7.14,25.30,0.0,0.0,29.27,5.0,0.0,6.43,-,-,2023111108
Chikka_Bagur_5_MLD_STP,2023-11-11 08:00:00,7.47,27.20,5.24,10.5,46.70,5.3,15.1,10.60,-,-,2023111108
Yelahanka 10MLD TTP,2023-11-11 08:00:00,7.06,25.00,0.73,2.04,33.00,4.4,4.0,6.60,3.13,0.21,2023111108
40MLD OLD Rajacanal STP,2023-11-11 08:00:00,7.71,24.00,0.02,0.07,25.70,6.5,7.3,6.43,0.07,0.01,2023111108
Hennur 1MLD TTP,2023-11-11 08:00:00,7.44,26.80,1.54,2.31,19.90,2.2,4.9,5.00,4.11,0.31,2023111108
4_MLD_Madiwala_STP,2023-11-11 08:00:00,7.7,24.60,3.05,8.85,34.25,1.76,3.56,8.56,-,-,2023111108
150MLD STP_K&C valley,2023-11-11 07:55:00,8.02,-,2.13,4.22,-,9.64,8.5,-,-,0.69,2023111108
2MLD Ulsoor STP,2023-11-11 07:45:00,7.09,25.90,0.50,2.50,20.09,2.81,3.21,4.02,2.87,-,2023111109
CHIKKABANAVARA 5 MLD,2023-11-11 08:45:00,7.28,22.70,0.37,2.70,28.13,4.42,4.51,11.36,2.96,-,2023111109
KADUGODI 6 MLD STP,2023-11-11 08:30:00,7.7,27.80,1.10,4.68,41.78,10.67,10.72,39.51,5.50,-,2023111109
HORAMAVU 20 MLD,2023-11-11 09:00:00,7.69,28.10,0.95,2.80,37.72,7.93,9.31,5.24,3.80,-,2023111109
K AND C VALLEY 60 MLD,2023-11-11 08:45:00,6.71,27.10,0.62,3.90,37.11,10.22,10.04,9.63,5.15,-,2023111109
NAGASANDRA 20 MLD,2023-11-11 08:45:00,7.84,24.60,0.58,2.32,114.17,19.22,19.66,12.67,3.65,-,2023111109
RAJACANAL 40 MLD,2023-11-11 08:45:00,7.6,26.30,0.81,4.20,29.33,3.56,5.35,8.02,3.89,-,2023111109
YELLAMALAPACHETTY 15 MLD,2023-11-11 09:00:00,7.28,26.97,0.54,2.16,28.99,4.25,1.79,4.58,2.96,-,2023111109
BELLANDUR 90 MLD,2023-11-11 08:45:00,7.86,26.40,0.53,1.60,27.83,5.03,12.6,5.57,2.97,-,2023111109
DODDABELE 20 MLD,2023-11-11 08:45:00,7.08,26.00,0.80,3.00,38.75,6.4,6.55,10.98,4.25,-,2023111109
NAGASANDRA OLD 20 MLD,2023-11-11 08:45:00,7.73,23.60,2.24,3.36,497.04,2.08,503.18,0.00,3.98,-,2023111109
4MLD Cubbon Park TTP,2023-11-11 09:00:00,7.28,27.60,0.52,4.70,17.28,1.2,0.91,5.01,2.08,-,2023111109
KADABEESANAHALLI 50 MLD,2023-11-11 09:00:00,6.72,23.80,0.59,2.65,66.27,5.89,12.74,22.88,2.36,-,2023111109
STP Sarakki 5 MLD,2023-11-11 08:45:00,7.89,27.20,1.12,2.24,18.80,4.94,5.84,3.76,-,-,2023111109
Mailasandra STP 75 MLD,2023-11-11 08:45:00,7.44,22.70,7.93,14.28,49.58,14.21,19.29,12.76,1.80,-,2023111109
60 MLD V.Valley TTP,2023-11-11 08:30:00,6.82,25.30,0.83,1.99,20.10,2.11,3.06,5.07,1.47,-,2023111109
KR Puram STP 20 MLD,2023-11-11 08:45:00,7.01,24.60,1.44,2.88,50.38,3.32,32.09,7.05,3.69,-,2023111109
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111109
35MLD Agaram STP,2023-11-11 09:00:00,7.12,25.40,0.00,0.00,29.19,4.98,0.0,6.41,-,-,2023111109
Chikka_Bagur_5_MLD_STP,2023-11-11 09:00:00,7.86,27.10,5.32,10.60,46.20,4.8,15.1,9.60,-,-,2023111109
Yelahanka 10MLD TTP,2023-11-11 09:00:00,7.06,25.00,0.73,2.04,32.90,4.3,4.0,6.59,3.13,0.21,2023111109
40MLD OLD Rajacanal STP,2023-11-11 09:00:00,7.42,24.20,0.01,0.03,25.70,6.5,7.3,6.43,0.04,0.00,2023111109
Hennur 1MLD TTP,2023-11-11 09:00:00,7.4,26.80,1.40,2.10,20.10,2.3,4.9,5.01,4.15,0.28,2023111109
4_MLD_Madiwala_STP,2023-11-11 09:00:00,7.71,24.50,3.10,8.99,34.23,1.84,3.54,8.56,-,-,2023111109
150MLD STP_K&C valley,2023-11-11 08:55:00,7.98,-,2.13,4.22,-,9.64,8.5,-,-,0.68,2023111109
20Mld KR Puram STP New,2023-11-11 08:59:00,0.0,-,-,-,0.00,0.0,0.0,0.00,-,-,2023111109
2MLD Ulsoor STP,2023-11-11 09:15:00,7.28,26.60,0.48,2.40,32.90,4.61,5.26,6.58,4.70,-,2023111110
CHIKKABANAVARA 5 MLD,2023-11-11 09:45:00,7.28,22.70,0.37,2.70,28.12,4.44,4.51,11.67,2.96,-,2023111110
KADUGODI 6 MLD STP,2023-11-11 09:45:00,7.67,27.50,1.10,4.67,41.78,10.68,10.64,39.62,5.50,-,2023111110
HORAMAVU 20 MLD,2023-11-11 10:00:00,7.67,28.30,0.97,2.80,37.76,7.92,9.32,5.13,3.88,-,2023111110
K AND C VALLEY 60 MLD,2023-11-11 09:45:00,7.16,26.60,0.55,3.90,37.62,10.25,10.72,9.77,4.57,-,2023111110
NAGASANDRA 20 MLD,2023-11-11 09:45:00,7.8,25.00,0.56,2.24,109.27,18.11,18.2,11.49,3.72,-,2023111110
RAJACANAL 40 MLD,2023-11-11 09:45:00,7.6,26.50,0.82,4.20,29.40,3.55,5.43,8.02,3.94,-,2023111110
YELLAMALAPACHETTY 15 MLD,2023-11-11 09:45:00,7.38,27.34,0.55,2.19,27.76,4.24,1.77,4.58,2.95,-,2023111110
BELLANDUR 90 MLD,2023-11-11 09:45:00,7.87,26.30,0.48,1.70,27.87,4.92,13.43,5.57,2.69,-,2023111110
DODDABELE 20 MLD,2023-11-11 09:45:00,7.08,26.20,0.80,2.90,38.73,6.37,6.59,10.90,4.25,-,2023111110
NAGASANDRA OLD 20 MLD,2023-11-11 09:45:00,7.74,23.70,2.20,3.30,571.79,0.0,561.19,0.00,2.42,-,2023111110
4MLD Cubbon Park TTP,2023-11-11 10:00:00,7.28,27.70,0.52,4.71,17.29,1.21,0.91,5.01,2.08,-,2023111110
KADABEESANAHALLI 50 MLD,2023-11-11 10:00:00,6.72,23.80,0.59,2.66,66.25,5.91,12.66,22.92,2.36,-,2023111110
STP Sarakki 5 MLD,2023-11-11 09:45:00,7.68,27.10,1.11,2.22,18.81,4.95,5.84,3.76,-,-,2023111110
Mailasandra STP 75 MLD,2023-11-11 09:45:00,7.5,23.10,8.09,14.56,50.56,15.19,19.34,11.64,2.71,-,2023111110
60 MLD V.Valley TTP,2023-11-11 09:45:00,6.82,25.30,0.85,2.04,20.10,2.11,3.06,5.07,1.47,-,2023111110
KR Puram STP 20 MLD,2023-11-11 10:00:00,7.01,25.00,1.45,2.90,50.16,3.72,29.88,7.02,3.68,-,2023111110
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111110
35MLD Agaram STP,2023-11-11 10:00:00,7.12,25.60,0.00,0.00,29.19,4.98,0.0,6.41,-,-,2023111110
Chikka_Bagur_5_MLD_STP,2023-11-11 10:00:00,7.87,27.10,3.07,6.10,41.50,5.9,6.7,11.80,-,-,2023111110
Yelahanka 10MLD TTP,2023-11-11 10:00:00,7.06,25.00,0.70,2.02,32.90,4.2,3.9,6.56,3.13,0.21,2023111110
40MLD OLD Rajacanal STP,2023-11-11 10:00:00,7.52,24.50,0.01,0.03,25.70,6.5,7.4,6.43,0.04,0.00,2023111110
Hennur 1MLD TTP,2023-11-11 10:00:00,7.39,26.80,1.36,2.04,20.10,2.2,4.9,5.01,4.09,0.27,2023111110
4_MLD_Madiwala_STP,2023-11-11 10:00:00,7.7,24.50,3.14,9.11,34.22,1.79,3.54,8.56,-,-,2023111110
150MLD STP_K&C valley,2023-11-11 10:00:00,7.98,-,2.13,4.22,-,9.64,8.5,-,-,0.68,2023111110
20Mld KR Puram STP New,2023-11-11 09:59:00,0.0,-,-,-,0.00,0.0,0.0,0.00,-,-,2023111110
2MLD Ulsoor STP,2023-11-11 09:15:00,7.28,26.60,0.48,2.40,32.90,4.61,5.26,6.58,4.70,-,2023111111
CHIKKABANAVARA 5 MLD,2023-11-11 10:45:00,7.25,22.60,0.37,2.70,28.12,4.43,4.51,11.67,2.96,-,2023111111
KADUGODI 6 MLD STP,2023-11-11 10:45:00,7.72,27.60,1.10,4.72,41.79,10.68,10.75,39.52,5.50,-,2023111111
HORAMAVU 20 MLD,2023-11-11 11:00:00,7.67,28.20,0.96,2.80,37.80,7.93,9.35,5.18,3.84,-,2023111111
K AND C VALLEY 60 MLD,2023-11-11 10:45:00,5.93,21.60,0.11,4.60,48.59,9.36,28.3,8.83,0.91,-,2023111111
NAGASANDRA 20 MLD,2023-11-11 10:45:00,7.84,25.30,0.57,2.28,107.12,18.97,17.98,12.54,3.77,-,2023111111
RAJACANAL 40 MLD,2023-11-11 10:45:00,7.61,26.70,0.83,4.20,29.47,3.55,5.59,8.02,3.98,-,2023111111
YELLAMALAPACHETTY 15 MLD,2023-11-11 11:00:00,7.37,27.29,0.55,2.18,28.74,4.23,1.83,4.57,1.39,-,2023111111
BELLANDUR 90 MLD,2023-11-11 10:45:00,7.85,26.90,0.51,1.60,27.81,5.01,12.69,5.56,2.86,-,2023111111
DODDABELE 20 MLD,2023-11-11 10:45:00,7.0,26.40,0.80,3.00,38.71,6.31,6.63,10.88,4.20,-,2023111111
NAGASANDRA OLD 20 MLD,2023-11-11 10:45:00,7.75,24.00,2.18,3.27,560.63,0.0,547.43,0.00,2.22,-,2023111111
4MLD Cubbon Park TTP,2023-11-11 11:00:00,7.27,27.70,0.52,4.71,17.29,1.21,0.91,5.01,2.08,-,2023111111
KADABEESANAHALLI 50 MLD,2023-11-11 11:00:00,6.71,24.40,0.59,2.66,66.47,5.91,12.81,22.81,2.36,-,2023111111
STP Sarakki 5 MLD,2023-11-11 10:45:00,7.76,27.10,1.17,2.34,18.80,4.93,5.84,3.76,-,-,2023111111
Mailasandra STP 75 MLD,2023-11-11 11:00:00,7.54,23.60,7.24,13.03,45.25,7.85,18.96,13.49,3.31,-,2023111111
60 MLD V.Valley TTP,2023-11-11 10:15:00,6.83,25.30,0.84,2.02,20.10,2.11,3.06,5.08,1.47,-,2023111111
KR Puram STP 20 MLD,2023-11-11 11:00:00,7.0,25.10,1.48,2.96,50.98,5.11,31.64,7.14,3.66,-,2023111111
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111111
35MLD Agaram STP,2023-11-11 11:00:00,7.04,25.60,0.00,0.00,28.86,4.93,0.0,6.34,-,-,2023111111
Chikka_Bagur_5_MLD_STP,2023-11-11 11:00:00,7.93,26.90,3.63,7.30,42.20,5.7,7.7,11.40,-,-,2023111111
Yelahanka 10MLD TTP,2023-11-11 11:00:00,7.06,25.00,0.68,1.93,33.10,4.6,4.4,6.59,3.14,0.21,2023111111
40MLD OLD Rajacanal STP,2023-11-11 11:00:00,7.62,24.70,0.01,0.03,25.70,6.5,7.3,6.43,0.04,0.00,2023111111
Hennur 1MLD TTP,2023-11-11 11:00:00,7.39,26.80,1.39,2.09,20.10,2.2,4.9,5.01,4.06,0.28,2023111111
4_MLD_Madiwala_STP,2023-11-11 11:00:00,7.76,24.50,2.70,7.83,34.20,1.72,3.52,8.55,-,-,2023111111
150MLD STP_K&C valley,2023-11-11 10:55:00,7.91,-,2.13,4.22,-,9.64,8.5,-,-,0.67,2023111111
20Mld KR Puram STP New,2023-11-11 10:59:00,7.47,-,-,-,41.31,6.34,6.81,8.90,-,-,2023111111
2MLD Ulsoor STP,2023-11-11 10:45:00,7.21,26.60,0.51,2.55,31.99,4.48,5.12,6.40,4.57,-,2023111112
CHIKKABANAVARA 5 MLD,2023-11-11 11:30:00,7.27,22.70,0.37,2.70,28.12,4.42,4.51,11.47,2.96,-,2023111112
KADUGODI 6 MLD STP,2023-11-11 11:45:00,7.71,27.70,1.10,4.72,41.83,10.68,10.78,39.40,5.50,-,2023111112
HORAMAVU 20 MLD,2023-11-11 11:45:00,7.68,28.60,0.98,2.80,37.79,7.93,9.35,5.20,3.92,-,2023111112
K AND C VALLEY 60 MLD,2023-11-11 11:45:00,6.37,21.90,0.39,5.00,52.88,9.25,33.3,9.04,3.24,-,2023111112
NAGASANDRA 20 MLD,2023-11-11 11:45:00,7.79,25.60,0.68,2.72,109.53,19.15,18.3,12.04,3.82,-,2023111112
RAJACANAL 40 MLD,2023-11-11 11:45:00,7.61,26.90,0.85,4.10,29.49,3.56,5.62,8.04,4.08,-,2023111112
YELLAMALAPACHETTY 15 MLD,2023-11-11 11:15:00,7.37,27.31,0.55,2.18,28.68,4.23,1.82,4.58,1.11,-,2023111112
BELLANDUR 90 MLD,2023-11-11 11:45:00,7.85,27.10,0.54,1.60,27.73,4.97,12.0,5.55,3.02,-,2023111112
DODDABELE 20 MLD,2023-11-11 11:45:00,7.05,26.60,0.80,2.90,38.73,6.33,6.64,10.94,4.23,-,2023111112
NAGASANDRA OLD 20 MLD,2023-11-11 11:45:00,7.74,24.20,2.22,3.33,531.34,0.0,525.62,0.00,2.19,-,2023111112
4MLD Cubbon Park TTP,2023-11-11 12:00:00,7.28,27.60,0.52,4.71,17.29,1.21,0.91,5.01,2.08,-,2023111112
KADABEESANAHALLI 50 MLD,2023-11-11 12:00:00,6.71,25.00,0.59,2.66,66.35,5.92,12.76,22.77,2.37,-,2023111112
STP Sarakki 5 MLD,2023-11-11 11:45:00,7.76,27.20,1.14,2.28,18.80,4.94,5.83,3.76,-,-,2023111112
Mailasandra STP 75 MLD,2023-11-11 12:00:00,7.55,24.00,7.24,13.03,45.25,7.84,18.96,13.56,3.27,-,2023111112
60 MLD V.Valley TTP,2023-11-11 11:45:00,6.83,25.70,0.85,2.04,20.11,2.11,3.06,5.06,1.53,-,2023111112
KR Puram STP 20 MLD,2023-11-11 12:00:00,7.0,25.60,1.48,2.96,52.08,4.94,37.99,7.29,3.65,-,2023111112
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111112
35MLD Agaram STP,2023-11-11 11:45:00,7.01,25.70,0.00,0.00,28.74,4.91,0.0,6.31,-,-,2023111112
Chikka_Bagur_5_MLD_STP,2023-11-11 12:00:00,7.86,27.10,3.51,7.00,44.10,5.1,11.6,10.20,-,-,2023111112
Yelahanka 10MLD TTP,2023-11-11 12:00:00,7.06,24.90,0.68,1.90,33.20,5.8,5.9,6.62,3.15,0.21,2023111112
40MLD OLD Rajacanal STP,2023-11-11 12:00:00,7.67,24.60,0.01,0.03,25.70,6.5,7.4,6.43,0.04,0.00,2023111112
Hennur 1MLD TTP,2023-11-11 12:00:00,7.39,26.80,1.43,2.14,20.20,2.2,4.9,5.01,4.09,0.29,2023111112
4_MLD_Madiwala_STP,2023-11-11 12:00:00,7.75,24.50,2.72,7.89,34.20,1.8,3.52,8.55,-,-,2023111112
150MLD STP_K&C valley,2023-11-11 11:55:00,7.91,-,2.13,4.22,-,9.64,8.5,-,-,0.68,2023111112
20Mld KR Puram STP New,2023-11-11 11:59:00,7.47,-,-,-,41.31,6.34,6.81,8.90,-,-,2023111112
2MLD Ulsoor STP,2023-11-11 12:15:00,7.22,26.50,0.50,2.50,32.34,4.53,5.17,6.47,4.62,-,2023111113
CHIKKABANAVARA 5 MLD,2023-11-11 12:45:00,7.27,23.10,0.39,2.80,28.13,4.43,4.51,11.58,3.12,-,2023111113
KADUGODI 6 MLD STP,2023-11-11 12:45:00,7.67,27.80,1.10,4.74,41.76,10.68,10.64,39.21,5.50,-,2023111113
HORAMAVU 20 MLD,2023-11-11 13:00:00,7.67,28.50,0.98,2.80,37.83,7.94,9.36,5.29,3.92,-,2023111113
K AND C VALLEY 60 MLD,2023-11-11 12:15:00,5.9,23.10,2.58,8.10,52.41,8.81,32.34,7.89,21.41,-,2023111113
NAGASANDRA 20 MLD,2023-11-11 12:45:00,7.79,25.70,0.66,2.64,115.98,17.61,20.34,11.51,3.83,-,2023111113
RAJACANAL 40 MLD,2023-11-11 12:45:00,7.58,27.10,0.85,4.10,29.58,3.56,5.74,8.03,4.08,-,2023111113
YELLAMALAPACHETTY 15 MLD,2023-11-11 12:45:00,7.28,26.96,0.54,2.16,29.97,4.25,1.84,4.59,-0.21,-,2023111113
BELLANDUR 90 MLD,2023-11-11 12:45:00,7.84,27.30,0.56,1.60,27.78,5.01,12.62,5.56,3.14,-,2023111113
DODDABELE 20 MLD,2023-11-11 12:45:00,7.1,26.70,0.80,2.90,38.78,6.36,6.68,11.03,4.26,-,2023111113
NAGASANDRA OLD 20 MLD,2023-11-11 12:45:00,7.74,24.40,2.24,3.36,549.76,0.0,540.45,0.00,2.04,-,2023111113
4MLD Cubbon Park TTP,2023-11-11 13:00:00,7.27,27.60,0.52,4.71,17.28,1.21,0.9,5.01,2.08,-,2023111113
KADABEESANAHALLI 50 MLD,2023-11-11 13:00:00,6.71,25.60,0.59,2.66,66.45,5.92,12.83,22.65,2.37,-,2023111113
STP Sarakki 5 MLD,2023-11-11 12:45:00,7.8,27.30,1.11,2.22,18.81,4.96,5.87,3.76,-,-,2023111113
Mailasandra STP 75 MLD,2023-11-11 12:45:00,7.57,24.30,7.24,13.03,45.24,7.83,18.95,13.46,3.22,-,2023111113
60 MLD V.Valley TTP,2023-11-11 12:30:00,6.83,25.40,0.85,2.04,20.11,2.11,3.06,5.08,1.56,-,2023111113
KR Puram STP 20 MLD,2023-11-11 13:00:00,7.01,25.80,1.46,2.92,52.47,4.56,40.8,7.35,3.67,-,2023111113
1.5 MLD Lalbagh TTP,2023-11-01 12:45:00,7.37,32.50,0.56,2.75,18.38,1.57,1.39,-1.34,-0.90,-,2023111113
35MLD Agaram STP,2023-11-11 13:00:00,6.92,25.80,0.99,4.06,28.37,4.84,5.45,6.23,-,-,2023111113
